Trans ID,ของ,วันที่,ชื่อสินค้า,จำนวน,ราคาต่อหน่วย,รวมทั้งสิ้น
462,รัตน์,1/23/2023 0:00,ข้าวหอมมะลิ พนมรุ้ง 5kg,1,155,155
462,รัตน์,1/23/2023 0:00,ซอสหอยนางรม 150cc * 4,1,25,25
482,รัตน์,1/23/2023 0:00,ควันน้อย เมนทอส 10 ขด * 5,1,20,20
484,รัตน์,1/23/2023 0:00,น้ำผลไม้ D เล็ก,2,5,10
488,รัตน์,1/24/2023 0:00,กับข้าว 25,1,25,25
523,รัตน์,1/24/2023 0:00,ไวตามิ้ลค์ vitamilk ขวด 300ml * 24,1,15,15
535,รัตน์,1/24/2023 0:00,น้ำผลไม้ D เล็ก,2,5,10
553,รัตน์,1/24/2023 0:00,กระเทียม,1,10,10
553,รัตน์,1/24/2023 0:00,ยำยำ สุกี้,1,7,7
553,รัตน์,1/24/2023 0:00,ไวไวซอง * 30,1,7,7
576,รัตน์,1/25/2023 0:00,กับข้าว 25,2,25,50
576,รัตน์,1/25/2023 0:00,คาราบาว 150ml * 50,1,10,10
576,รัตน์,1/25/2023 0:00,น้ำผลไม้ D ใหญ่,1,10,10
577,รัตน์,1/25/2023 0:00,ข้าวเหนียว,2,5,10
613,รัตน์,1/25/2023 0:00,น้ำผลไม้ D ใหญ่,1,10,10
613,รัตน์,1/25/2023 0:00,ผ้าอนามัย ลอริเอะ กลางคืน 16บ * 4,1,16,16
621,รัตน์,1/25/2023 0:00,น้ำผลไม้ D ใหญ่,1,10,10
642,รัตน์,1/25/2023 0:00,ปาปริก้า 65/56g * 3,1,20,20
642,รัตน์,1/25/2023 0:00,ไข่ไก่,10,5,50
642,รัตน์,1/25/2023 0:00,บ๊วย * 8 Fantasia,1,15,15
642,รัตน์,1/25/2023 0:00,น้ำยาล้างจาน โปร 400ml ชมพู * 3,1,12,12
683,รัตน์,1/26/2023 0:00,โออิชิ แตงโม,1,15,15
683,รัตน์,1/26/2023 0:00,น้ำ เล็ก* 6,1,6,6
703,รัตน์,1/26/2023 0:00,สบู่ อิงอร ไข่มุก,1,33,33
703,รัตน์,1/26/2023 0:00,ไก่ทอด,1,25,25
703,รัตน์,1/26/2023 0:00,แลคตาซอย รสหวาน 300ml * 36,1,11,11
703,รัตน์,1/26/2023 0:00,snackjack 30/32g * 6,1,10,10
703,รัตน์,1/26/2023 0:00,น้ำผลไม้ D ใหญ่,1,10,10
703,รัตน์,1/26/2023 0:00,แป้งเด็ก johnson 180g * 6,1,29,29
785,รัตน์,1/26/2023 0:00,แอทแทค อีซี่ชมพู 20บ. * 3,2,20,40
785,รัตน์,1/26/2023 0:00,ข้าว,2,5,10
785,รัตน์,1/26/2023 0:00,กับข้าว 25,3,25,75
785,รัตน์,1/26/2023 0:00,เนส กาแฟซอง แดง 17g * 60,2,5,10
785,รัตน์,1/26/2023 0:00,น้ำเต้าหู้ไม่เครื่อง,2,10,20
785,รัตน์,1/26/2023 0:00,ปาท๋องโก๋,1,12,12
,รัตน์ Total,,,,,1338
44,ราตรี,1/16/2023 0:00,ไข่ไก่,30,5,150
44,ราตรี,1/16/2023 0:00,น้ำยาล้างจาน โปร เหลือง 400ml * 3,1,13,13
44,ราตรี,1/16/2023 0:00,โบโลน่าพริก CP 150g * 3,1,38,38
46,ราตรี,1/16/2023 0:00,แฟนต้า แดง 330ml * 12,1,13,13
46,ราตรี,1/16/2023 0:00,น้ำแข็ง,1,5,5
59,ราตรี,1/16/2023 0:00,ฮานามิ รส hot chilli 60/52g * 4,1,20,20
76,ราตรี,1/17/2023 0:00,ก๊วยจั๊บ,1,35,35
76,ราตรี,1/17/2023 0:00,ขนมจีน,1,12,12
132,ราตรี,1/17/2023 0:00,น้ำแข็ง,1,5,5
132,ราตรี,1/17/2023 0:00,กับข้าว 25,1,25,25
132,ราตรี,1/17/2023 0:00,โลชั่นตัว Citra,1,29,29
132,ราตรี,1/17/2023 0:00,แปรงสีฟัน 15,1,15,15
155,ราตรี,1/18/2023 0:00,ปาท๋องโก๋,1,12,12
155,ราตรี,1/18/2023 0:00,น้ำเต้าหู้เครื่อง,1,12,12
155,ราตรี,1/18/2023 0:00,ขนมจีน,1,12,12
199,ราตรี,1/18/2023 0:00,น้ำแข็ง,1,5,5
199,ราตรี,1/18/2023 0:00,สบูู่่ protex ซากุระ,1,33,33
207,ราตรี,1/18/2023 0:00,ชูรส ถ้วยแดง อายิโนะโมโตะ 72g * 20,1,10,10
207,ราตรี,1/18/2023 0:00,พริกแห้ง,1,10,10
207,ราตรี,1/18/2023 0:00,น้ำปลาร้า,1,30,30
774,ราตรี,1/18/2023 0:00,ข้าวแข็ง พิกุลแก้ว 5kg,1,115,115
774,ราตรี,1/18/2023 0:00,ตูดไก่,1,25,25
774,ราตรี,1/18/2023 0:00,กับข้าว 25,1,25,25
240,ราตรี,1/19/2023 0:00,กับข้าว 25,1,25,25
240,ราตรี,1/19/2023 0:00,ปาท๋องโก๋ยัดสังขยา,1,12,12
776,ราตรี,1/19/2023 0:00,โคโคริ รสบัตเตอร์มิลค์ * 12+1,2,5,10
776,ราตรี,1/19/2023 0:00,ทิวลี่ทวิน วานิลลา * 12,2,5,10
776,ราตรี,1/19/2023 0:00,กับข้าว 25,1,25,25
776,ราตรี,1/19/2023 0:00,น้ำแข็ง,1,5,5
301,ราตรี,1/20/2023 0:00,กับข้าว 25,2,25,50
301,ราตรี,1/20/2023 0:00,หอยดอง,1,12,12
339,ราตรี,1/20/2023 0:00,ตะวัน ใหญ่ รสต้นตำรับ 67/70g,1,20,20
339,ราตรี,1/20/2023 0:00,น้ำแข็ง,1,5,5
339,ราตรี,1/20/2023 0:00,ถั่วตัด,2,5,10
339,ราตรี,1/20/2023 0:00,พริกป่น,2,10,20
339,ราตรี,1/20/2023 0:00,หอยดอง,1,12,12
339,ราตรี,1/20/2023 0:00,กับข้าว 25,1,25,25
339,ราตรี,1/20/2023 0:00,ฟรุ๊ตกัมมี่ดราก้อน สตรอเบอร์รี่ * 12,1,5,5
472,ราตรี,1/23/2023 0:00,ซอสปรุงฝาเขียว 500ml * 6,1,35,35
472,ราตรี,1/23/2023 0:00,downy ช่อดอกไม้สดชื่น 110ml * 6+1,1,20,20
472,ราตรี,1/23/2023 0:00,น้ำผลไม้ D เล็ก,1,5,5
472,ราตรี,1/23/2023 0:00,ปลากระป๋อง ปุ้มปุ้ย 155g * 10,1,18,18
472,ราตรี,1/23/2023 0:00,เจเล่ไลท์ รสลิ้นจี่ * 6,1,5,5
472,ราตรี,1/23/2023 0:00,ชูรส รสดี 70/75 * 10,1,13,13
472,ราตรี,1/23/2023 0:00,ขนมหวาน,1,12,12
472,ราตรี,1/23/2023 0:00,ถั่วตัด,5,5,25
472,ราตรี,1/23/2023 0:00,กับข้าว 25,1,25,25
583,ราตรี,1/25/2023 0:00,ข้าวเหนียวปิ้ง,2,6,12
583,ราตรี,1/25/2023 0:00,กับข้าว 25,3,25,75
583,ราตรี,1/25/2023 0:00,ลอดช่อง ล,1,12,12
635,ราตรี,1/25/2023 0:00,ข้าวแข็ง พิกุลแก้ว 5kg,1,115,115
635,ราตรี,1/25/2023 0:00,นมสด เมจิ meiji 450ml,1,30,30
635,ราตรี,1/25/2023 0:00,เอส สตรอเบอร์รี่ 360ml * 12,1,10,10
635,ราตรี,1/25/2023 0:00,ลอดช่อง ล,1,12,12
635,ราตรี,1/25/2023 0:00,กระเทียม,1,10,10
635,ราตรี,1/25/2023 0:00,หอมแดง,2,10,20
635,ราตรี,1/25/2023 0:00,กับข้าว 25,1,25,25
636,ราตรี,1/25/2023 0:00,ขนมหวาน,2,12,24
637,ราตรี,1/25/2023 0:00,น้ำแข็ง,1,5,5
697,ราตรี,1/26/2023 0:00,น้ำแข็ง,1,5,5
697,ราตรี,1/26/2023 0:00,ขนมหวาน,2,12,24
697,ราตรี,1/26/2023 0:00,โลซาน มะพร้าว ใบเตย,2,5,10
697,ราตรี,1/26/2023 0:00,บรีสเอกเซล ผง,1,20,20
697,ราตรี,1/26/2023 0:00,ปลาทูทอด,1,30,30
657,ราตรี,1/26/2023 9:59,กับข้าว 25,2,25,50
657,ราตรี,1/26/2023 9:59,ขนมจีน,1,12,12
657,ราตรี,1/26/2023 9:59,ลอดช่อง ล,1,12,12
716,ราตรี,1/27/2023 0:00,ปาท๋องโก๋,1,12,12
716,ราตรี,1/27/2023 0:00,ขนมหวาน,1,12,12
716,ราตรี,1/27/2023 0:00,น้ำเต้าหู้เครื่อง,1,12,12
716,ราตรี,1/27/2023 0:00,กับข้าว 25,2,25,50
749,ราตรี,1/27/2023 0:00,ชูรส ถ้วยแดง อายิโนะโมโตะ 72g * 20,1,10,10
749,ราตรี,1/27/2023 0:00,เห็ดกลม,2,16,32
749,ราตรี,1/27/2023 0:00,น้ำแข็ง,1,5,5
759,ราตรี,1/27/2023 0:00,ปลาสดน้อย,1,30,30
759,ราตรี,1/27/2023 0:00,snackjack 70/65 * 4,1,20,20
759,ราตรี,1/27/2023 0:00,พริกแห้ง,1,10,10
,ราตรี Total,,,,,1520
128,วาลี,1/17/2023 0:00,น้ำจิ้มสุกี้กวางตุ้ง พันท้าย 330g * 6,1,60,60
215,วาลี,1/19/2023 0:00,กับข้าว 25,1,25,25
215,วาลี,1/19/2023 0:00,ข้าว,1,5,5
215,วาลี,1/19/2023 0:00,ข้าวเหนียว,2,5,10
215,วาลี,1/19/2023 0:00,ขนมหวาน,1,12,12
218,วาลี,1/19/2023 0:00,ไก่เสียบไม้ 35,1,40,40
269,วาลี,1/19/2023 0:00,ช้าง เบียร์,1,60,60
269,วาลี,1/19/2023 0:00,ลีโอ leo เบียร์,1,65,65
288,วาลี,1/20/2023 0:00,นมเปรี้ยวขวด meiji ล,1,10,10
288,วาลี,1/20/2023 0:00,ก๊วยจั๊บ,1,35,35
288,วาลี,1/20/2023 0:00,ขนมหวาน,1,12,12
370,วาลี,1/21/2023 0:00,ข้าวมันไก่ 35,1,35,35
370,วาลี,1/21/2023 0:00,ขนมหวาน,1,12,12
370,วาลี,1/21/2023 0:00,น้ำเต้าหู้เครื่อง,1,12,12
469,วาลี,1/23/2023 0:00,ขนมหวาน,1,12,12
469,วาลี,1/23/2023 0:00,ปูอัดสลัด,1,35,35
469,วาลี,1/23/2023 0:00,กับข้าว 25,1,25,25
500,วาลี,1/24/2023 0:00,ข้าวเหนียวปิ้ง,2,6,12
500,วาลี,1/24/2023 0:00,ขนมหวาน,2,12,24
500,วาลี,1/24/2023 0:00,แลคตาซอย รสหวาน 300ml * 36,1,11,11
582,วาลี,1/25/2023 0:00,ขนมหวาน,2,12,24
582,วาลี,1/25/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
625,วาลี,1/25/2023 0:00,เฉาก๊วย,1,25,25
625,วาลี,1/25/2023 0:00,ข้าวเหนียวปิ้ง,2,6,12
655,วาลี,1/26/2023 9:58,ขนมหวาน,3,12,36
710,วาลี,1/27/2023 0:00,ลอดช่อง ล,1,12,12
710,วาลี,1/27/2023 0:00,ปูอัดสลัด,1,35,35
,วาลี Total,,,,,669
41,ศักดิ์,1/16/2023 0:00,ช้าง เบียร์,2,60,120
41,ศักดิ์,1/16/2023 0:00,ลูกชิ้นไก่ เอ็ม อาร์ 500g,1,68,68
49,ศักดิ์,1/16/2023 0:00,ไข่ไก่,4,5,20
49,ศักดิ์,1/16/2023 0:00,โจ๊กคัพ มาม่า ชมพู * 6,2,15,30
49,ศักดิ์,1/16/2023 0:00,น้ำแข็ง,1,5,5
57,ศักดิ์,1/16/2023 0:00,น้ำจิ้มสุกี้กวางตุ้ง พันท้าย 330g * 6,1,60,60
112,ศักดิ์,1/17/2023 0:00,น้ำ เล็ก* 6,1,6,6
116,ศักดิ์,1/17/2023 0:00,ช้าง เบียร์,2,60,120
116,ศักดิ์,1/17/2023 0:00,บ๊วย * 10,1,15,15
116,ศักดิ์,1/17/2023 0:00,น้ำแข็ง,1,5,5
570,ศักดิ์,1/17/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
570,ศักดิ์,1/17/2023 0:00,ข้าวเหนียว,2,5,10
570,ศักดิ์,1/17/2023 0:00,กับข้าว 25,1,25,25
570,ศักดิ์,1/17/2023 0:00,น้ำพริกปลาทู เล็ก,1,25,25
570,ศักดิ์,1/17/2023 0:00,เบอร์ดี้ กาแฟกระป๋อง เขียว 180ml * 30,1,15,15
570,ศักดิ์,1/17/2023 0:00,m100/m150 150ml * 50,1,12,12
570,ศักดิ์,1/17/2023 0:00,ข้าว,2,5,10
570,ศักดิ์,1/17/2023 0:00,ลูกเดือยพลาสติก,1,12,12
208,ศักดิ์,1/18/2023 0:00,กับข้าว 25,1,25,25
208,ศักดิ์,1/18/2023 0:00,ขนมจีน,2,12,24
208,ศักดิ์,1/18/2023 0:00,ซอสปรุุงฝาเหลือง 110ml * 6,1,15,15
209,ศักดิ์,1/18/2023 0:00,น้ำแข็ง,1,5,5
228,ศักดิ์,1/19/2023 0:00,กาแฟกระป๋อง โรบัสต้า เบอร์ดี้ burdy แดง 180ml * 30,1,15,15
228,ศักดิ์,1/19/2023 0:00,m100/m150 150ml * 50,1,12,12
228,ศักดิ์,1/19/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
228,ศักดิ์,1/19/2023 0:00,ข้าวกล่อง 35,1,35,35
228,ศักดิ์,1/19/2023 0:00,ขนมหวาน,1,12,12
228,ศักดิ์,1/19/2023 0:00,กับข้าว 25,1,25,25
228,ศักดิ์,1/19/2023 0:00,ข้าวเหนียว,2,5,10
228,ศักดิ์,1/19/2023 0:00,ข้าว,1,5,5
245,ศักดิ์,1/19/2023 0:00,บ๊วย * 10,2,15,30
262,ศักดิ์,1/19/2023 0:00,ช้าง เบียร์,2,60,120
262,ศักดิ์,1/19/2023 0:00,โจ๊กคัพ มาม่า ชมพู * 6,1,15,15
262,ศักดิ์,1/19/2023 0:00,ข้าวต้ม มาม่า เล้งแซ่บ * 6,1,20,20
262,ศักดิ์,1/19/2023 0:00,เห็ดเข็มทอง,1,16,16
262,ศักดิ์,1/19/2023 0:00,น้ำแข็ง,1,5,5
317,ศักดิ์,1/20/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
317,ศักดิ์,1/20/2023 0:00,โสม 100ml * 50,1,10,10
317,ศักดิ์,1/20/2023 0:00,เนสกาแฟกระป๋อง โรบัสต้า แดง * 30,1,15,15
317,ศักดิ์,1/20/2023 0:00,แมส,1,12,12
317,ศักดิ์,1/20/2023 0:00,ปูอัดสลัด,1,35,35
317,ศักดิ์,1/20/2023 0:00,หอยดอง,1,12,12
317,ศักดิ์,1/20/2023 0:00,ขนมจีน,1,12,12
317,ศักดิ์,1/20/2023 0:00,ไก่เสียบไม้ เล็ก,1,10,10
317,ศักดิ์,1/20/2023 0:00,ข้าวเหนียว,2,5,10
317,ศักดิ์,1/20/2023 0:00,ข้าว,2,5,10
338,ศักดิ์,1/20/2023 0:00,ไข่ไก่,5,5,25
338,ศักดิ์,1/20/2023 0:00,เต้าหู้ไข่ไก่ ตราแม่บ้าน 105g*10,1,11,11
338,ศักดิ์,1/20/2023 0:00,มาม่า หมูสับ * 40,1,7,7
338,ศักดิ์,1/20/2023 0:00,ช้าง เบียร์,1,60,60
338,ศักดิ์,1/20/2023 0:00,น้ำแข็ง,1,5,5
340,ศักดิ์,1/20/2023 0:00,เห็ดเข็มทอง,1,16,16
348,ศักดิ์,1/20/2023 0:00,ทิชชู่ม้วน,1,5,5
397,ศักดิ์,1/21/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
397,ศักดิ์,1/21/2023 0:00,m100/m150 150ml * 50,1,12,12
397,ศักดิ์,1/21/2023 0:00,เนสกาแฟกระป๋อง โรบัสต้า แดง * 30,1,15,15
397,ศักดิ์,1/21/2023 0:00,ก๊วยจั๊บ,1,35,35
397,ศักดิ์,1/21/2023 0:00,กับข้าว 25,1,25,25
397,ศักดิ์,1/21/2023 0:00,ข้าวเหนียว,2,5,10
397,ศักดิ์,1/21/2023 0:00,ข้าวมันไก่ 35,1,35,35
407,ศักดิ์,1/21/2023 0:00,ช้าง เบียร์,2,60,120
407,ศักดิ์,1/21/2023 0:00,ปลากระป๋อง 3 แม่ครัว 155g * 10,2,20,40
448,ศักดิ์,1/23/2023 0:00,เนส กาแฟกระป๋อง โรบัสต้า แดง * 30,1,15,15
448,ศักดิ์,1/23/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
448,ศักดิ์,1/23/2023 0:00,กับข้าว 25,2,25,50
448,ศักดิ์,1/23/2023 0:00,กระเพาะปลา,1,35,35
448,ศักดิ์,1/23/2023 0:00,ข้าวเหนียว,2,5,10
448,ศักดิ์,1/23/2023 0:00,ข้าว,1,5,5
448,ศักดิ์,1/23/2023 0:00,ขนมหวาน,2,12,24
454,ศักดิ์,1/23/2023 0:00,กุ้งสด 65,1,65,65
458,ศักดิ์,1/23/2023 0:00,ช้าง เบียร์,2,60,120
458,ศักดิ์,1/23/2023 0:00,ไข่ไก่,4,5,20
481,ศักดิ์,1/23/2023 0:00,มาม่า หมูสับ * 40,3,7,21
508,ศักดิ์,1/24/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
508,ศักดิ์,1/24/2023 0:00,เนส กาแฟกระป๋อง เอสเปรสโซ เขียว * 30,1,15,15
508,ศักดิ์,1/24/2023 0:00,ข้าวเหนียว,4,5,20
508,ศักดิ์,1/24/2023 0:00,ปูอัดสลัด,1,35,35
508,ศักดิ์,1/24/2023 0:00,กับข้าว 25,2,25,50
525,ศักดิ์,1/24/2023 0:00,เนส กาแฟกระป๋อง โรบัสต้า แดง * 30,1,15,15
525,ศักดิ์,1/24/2023 0:00,โสม 100ml * 50,1,10,10
531,ศักดิ์,1/24/2023 0:00,ปูอัด 250g * 4,1,55,55
531,ศักดิ์,1/24/2023 0:00,น้ำแข็ง,1,5,5
531,ศักดิ์,1/24/2023 0:00,ช้าง เบียร์,1,60,60
549,ศักดิ์,1/24/2023 0:00,ช้าง เบียร์,1,60,60
604,ศักดิ์,1/25/2023 0:00,ขนมหวาน,1,12,12
604,ศักดิ์,1/25/2023 0:00,พริกป่น,1,10,10
604,ศักดิ์,1/25/2023 0:00,กับข้าว 25,2,25,50
604,ศักดิ์,1/25/2023 0:00,m100/m150 150ml * 50,1,12,12
604,ศักดิ์,1/25/2023 0:00,เนส กาแฟกระป๋อง โรบัสต้า แดง * 30,1,15,15
604,ศักดิ์,1/25/2023 0:00,ข้าว,2,5,10
605,ศักดิ์,1/25/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
614,ศักดิ์,1/25/2023 0:00,กับข้าว 25,1,25,25
615,ศักดิ์,1/25/2023 0:00,น้ำแข็ง,1,5,5
623,ศักดิ์,1/25/2023 0:00,ช้าง เบียร์,2,60,120
623,ศักดิ์,1/25/2023 0:00,น้ำยาล้างจาน savepak * 3,1,10,10
623,ศักดิ์,1/25/2023 0:00,แอทแทค อีซี่ชมพู 20บ. * 3,1,20,20
628,ศักดิ์,1/25/2023 0:00,น้ำ ใหญ่ * 6,1,10,10
682,ศักดิ์,1/26/2023 0:00,เบอร์ดี้ กาแฟกระป๋อง โรบัสต้า แดง 180ml * 30,1,15,15
690,ศักดิ์,1/26/2023 0:00,โจ๊กคัพ มาม่า ชมพู * 6,2,15,30
690,ศักดิ์,1/26/2023 0:00,ช้าง เบียร์,1,60,60
690,ศักดิ์,1/26/2023 0:00,ไข่ไก่,6,5,30
691,ศักดิ์,1/26/2023 0:00,น้ำแข็ง,1,5,5
671,ศักดิ์,1/26/2023 10:12,กับข้าว 25,2,25,50
671,ศักดิ์,1/26/2023 10:12,ขนมจีน,2,12,24
671,ศักดิ์,1/26/2023 10:12,m100/m150 150ml * 50,1,12,12
671,ศักดิ์,1/26/2023 10:12,เบอร์ดี้ กาแฟกระป๋อง เขียว 180ml * 30,1,15,15
671,ศักดิ์,1/26/2023 10:12,ปูอัดสลัด,1,35,35
671,ศักดิ์,1/26/2023 10:12,ข้าวเหนียว,1,5,5
671,ศักดิ์,1/26/2023 10:12,น้ำ ใหญ่ * 6,2,10,20
734,ศักดิ์,1/27/2023 0:00,ขนมหวาน,1,12,12
734,ศักดิ์,1/27/2023 0:00,m100/m150 150ml * 50,1,12,12
734,ศักดิ์,1/27/2023 0:00,ข้าวเหนียว 10,2,10,20
734,ศักดิ์,1/27/2023 0:00,ข้าวเหนียว,1,5,5
734,ศักดิ์,1/27/2023 0:00,เบอร์ดี้ กาแฟกระป๋อง เขียว 180ml * 30,1,15,15
734,ศักดิ์,1/27/2023 0:00,กับข้าว 25,1,25,25
734,ศักดิ์,1/27/2023 0:00,ปลาส้ม,1,35,35
734,ศักดิ์,1/27/2023 0:00,น้ำ ใหญ่ * 6,2,10,20
735,ศักดิ์,1/27/2023 0:00,แมส * 10,1,12,12
743,ศักดิ์,1/27/2023 0:00,สไปร์ท 330ml,1,13,13
745,ศักดิ์,1/27/2023 0:00,น้ำแข็ง,1,5,5
745,ศักดิ์,1/27/2023 0:00,ช้าง เบียร์,1,60,60
745,ศักดิ์,1/27/2023 0:00,ขนมหวาน,1,12,12
753,ศักดิ์,1/27/2023 0:00,เห็ดเข็มทอง,1,16,16
753,ศักดิ์,1/27/2023 0:00,กระเทียม,1,10,10
,ศักดิ์ Total,,,,,2893
22,สด,1/16/2023 0:00,เมจิกฟาร์ม น้ำมะพร้าว 240ml * 6,1,10,10
22,สด,1/16/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
40,สด,1/16/2023 0:00,น้ำยาล้างจาน โปร เหลือง 400ml * 3,1,13,13
51,สด,1/16/2023 0:00,ไข่ไก่,5,5,25
55,สด,1/16/2023 0:00,ฮานามิ 60/52g * 4,1,20,20
56,สด,1/16/2023 0:00,sponsor 250ml * 24,1,12,12
68,สด,1/17/2023 0:00,กับข้าว 25,1,25,25
68,สด,1/17/2023 0:00,หมูปิ้ง,1,25,25
68,สด,1/17/2023 0:00,ลอดช่อง ล,1,12,12
69,สด,1/17/2023 0:00,กับข้าว 25,1,25,25
75,สด,1/17/2023 0:00,m100/m150 150ml * 50,1,12,12
77,สด,1/17/2023 0:00,กาแฟกระป๋อง โรบัสต้า เบอร์ดี้ 180ml * 30,1,15,15
77,สด,1/17/2023 0:00,ปลาหมึกแห้ง,1,25,25
77,สด,1/17/2023 0:00,กระทิงแดง 100ml * 50,1,10,10
77,สด,1/17/2023 0:00,น้ำแข็ง,1,5,5
96,สด,1/17/2023 0:00,น้ำแข็ง,1,5,5
96,สด,1/17/2023 0:00,เป๊ปซี่ 300ml * 24,1,13,13
96,สด,1/17/2023 0:00,คาราบาว 150ml * 50,1,10,10
96,สด,1/17/2023 0:00,กับข้าว 25,1,25,25
103,สด,1/17/2023 0:00,แฟนต้า แดง 330ml * 12,1,13,13
104,สด,1/17/2023 0:00,ขนมโรล Fershay Roll รสกล้วย * 12,2,5,10
104,สด,1/17/2023 0:00,ขนมโรล Fershay Roll รส chocolate * 12 แถม 2,1,5,5
104,สด,1/17/2023 0:00,ขนมโรล Fershay Roll รส strawberry * 12 แถม 2,1,5,5
107,สด,1/17/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
107,สด,1/17/2023 0:00,ทิวลี่ x ฟันโอ,1,5,5
123,สด,1/17/2023 0:00,ดัชมิลค์ นมกล่อง * 48,1,10,10
135,สด,1/17/2023 0:00,ชูรส ถ้วยแดง อายิโนะโมโตะ 72g * 20,1,10,10
573,สด,1/17/2023 0:00,ขนมข้าวโพด รสนม,1,6,6
573,สด,1/17/2023 0:00,โลซาน มะพร้าว ใบเตย,1,5,5
144,สด,1/18/2023 0:00,กับข้าว 25,2,25,50
148,สด,1/18/2023 0:00,กับข้าว 25,1,25,25
149,สด,1/18/2023 0:00,ปูอัดสลัด,1,35,35
149,สด,1/18/2023 0:00,ไวตามิ้ลค์ vitamilk ขวด 300ml * 24,1,15,15
152,สด,1/18/2023 0:00,น้ำแข็ง,1,5,5
152,สด,1/18/2023 0:00,กระทิงแดง 100ml * 50,1,10,10
152,สด,1/18/2023 0:00,กาแฟกระป๋อง เบอร์ดี้ burdy เขียว 180ml * 30,1,15,15
158,สด,1/18/2023 0:00,บิสชิน รสมะพร้าว * 12,2,6,12
159,สด,1/18/2023 0:00,แมส,1,12,12
160,สด,1/18/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
160,สด,1/18/2023 0:00,กับข้าว 25,1,25,25
163,สด,1/18/2023 0:00,แลคตาซอย รสหวาน 300ml * 36,1,11,11
163,สด,1/18/2023 0:00,บิสชิน รสมะพร้าว * 12,2,6,12
165,สด,1/18/2023 0:00,กับข้าว 25,2,25,50
165,สด,1/18/2023 0:00,ขนมจีน,1,12,12
165,สด,1/18/2023 0:00,ทิวลี่บอล * 12,1,5,5
170,สด,1/18/2023 0:00,แลคตาซอย รสหวาน 300ml * 36,1,11,11
170,สด,1/18/2023 0:00,ไก่เสียบไม้ 35,1,40,40
173,สด,1/18/2023 0:00,น้ำแข็ง,1,5,5
174,สด,1/18/2023 0:00,ไก่เสียบไม้ 35,1,40,40
178,สด,1/18/2023 0:00,ปาปริก้า 65/56g * 3,1,20,20
178,สด,1/18/2023 0:00,Entree รสหมูย่างโคชูจัง * 6,1,20,20
196,สด,1/18/2023 0:00,ดัชมิลค์ นมกล่อง * 48,1,10,10
224,สด,1/19/2023 0:00,น้ำเต้าหู้เครื่อง,1,12,12
224,สด,1/19/2023 0:00,ปาท๋องโก๋,1,12,12
227,สด,1/19/2023 0:00,m100/m150 150ml * 50,1,12,12
235,สด,1/19/2023 0:00,ปาท๋องโก๋,1,12,12
235,สด,1/19/2023 0:00,กระทิงแดง 100ml * 50,2,10,20
235,สด,1/19/2023 0:00,น้ำแข็ง,1,5,5
237,สด,1/19/2023 0:00,กับข้าว 25,1,25,25
237,สด,1/19/2023 0:00,แลคตาซอย รสหวาน 300ml * 36,1,11,11
239,สด,1/19/2023 0:00,ถั่วตัด,1,5,5
239,สด,1/19/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
246,สด,1/19/2023 0:00,ไก่เสียบไม้ 35,1,40,40
246,สด,1/19/2023 0:00,ปาปริก้า 65/56g * 3,1,20,20
246,สด,1/19/2023 0:00,Entree รสหมูย่างโคชูจัง * 6,1,20,20
253,สด,1/19/2023 0:00,ถั่วตัด,1,5,5
253,สด,1/19/2023 0:00,เนสกาแฟกระป๋อง ลาเต้ * 3,1,15,15
265,สด,1/19/2023 0:00,ยาหม่อง ตราลิง * 12,1,8,8
267,สด,1/19/2023 0:00,เอส ลิ้นจี่ 360ml * 12,1,10,10
267,สด,1/19/2023 0:00,แหนม แท่ง/ก้อน,1,30,30
267,สด,1/19/2023 0:00,นมข้นหวาน Carnation Plus 380g * 6,1,28,28
268,สด,1/19/2023 0:00,มาม่า หมูสับ * 40,1,7,7
268,สด,1/19/2023 0:00,มาม่า ต้มยำกุ้งน้ำข้น * 40,1,7,7
273,สด,1/19/2023 0:00,มาม่า ต้มยำกุ้งน้ำข้น * 40,2,7,14
273,สด,1/19/2023 0:00,ถั้วมิกซ์ ปูอัดสาหร่าย,1,5,5
273,สด,1/19/2023 0:00,ถั่วโก๋แก่ รสโรยเกลือ * 12,1,5,5
273,สด,1/19/2023 0:00,ไข่ไก่,4,5,20
286,สด,1/20/2023 0:00,กับข้าว 25,2,25,50
286,สด,1/20/2023 0:00,ขนมหวาน,2,12,24
293,สด,1/20/2023 0:00,กับข้าว 25,1,25,25
298,สด,1/20/2023 0:00,กับข้าว 25,1,25,25
298,สด,1/20/2023 0:00,กระทิงแดง 100ml * 50,1,10,10
